,TOTAL,COM 1,COM 2,fcount,ftime
779,"109,5",28,27.0,106,1245.0
780,"109,5",28,27.0,106,1260.0
781,"109,5",30,27.0,106,1290.0
782,"112,5",33,29.0,106,1335.0
783,"112,5",35,29.0,106,1365.0
784,"113,5",35,29.0,106,1365.0
785,"112,5",35,29.0,106,1380.0
786,"114,5",35,31.0,106,1395.0
787,115,35,33.0,106,1425.0
788,"114,5",35,33.0,106,1440.0
789,"113,5",35,33.0,106,1455.0
790,113,35,33.0,106,1470.0
791,"118,5",39,39.0,106,1590.0
792,117,39,39.0,106,1620.0
793,"117,5",39,39.0,106,1620.0
794,118,41,39.0,106,1650.0
795,"115,5",43,39.0,106,1725.0
796,"118,5",43,42.0,106,1755.0
797,119,43,43.0,106,1740.0
798,121,44,43.0,106,1740.0
799,"120,5",45,43.0,106,1755.0
800,"119,5",45,43.0,106,1770.0
801,119,45,43.0,106,1785.0
804,"116,5",45,43.0,106,1830.0
805,116,45,43.0,106,1845.0
806,116,45,45.0,106,1890.0
807,"116,5",45,45.0,106,1890.0
808,115,45,45.0,106,1920.0
809,"114,5",45,45.0,106,1935.0
810,"112,5",45,45.0,106,1965.0
811,"112,5",45,45.0,106,1995.0
812,"112,5",46,45.0,106,1995.0
813,"113,5",48,45.0,106,2010.0
814,"113,5",49,45.0,106,2010.0
815,"116,5",49,47.0,106,2025.0
816,"116,5",49,48.0,106,2025.0
817,114,49,48.0,106,2070.0
818,"113,5",49,48.0,106,2085.0
819,116,52,48.0,106,2100.0
820,"116,5",52,48.0,106,2130.0
821,"114,5",52,48.0,106,2130.0
822,"115,5",52,48.0,106,2130.0
823,115,52,48.0,106,2145.0
824,"113,5",52,48.0,106,2175.0
825,"113,5",52,48.0,106,2190.0
826,"111,5",52,48.0,106,2220.0
827,"111,5",54,48.0,106,2265.0
828,"112,5",54,48.0,106,2250.0
829,"112,5",55,48.0,106,2250.0
830,"110,5",55,48.0,106,2280.0
831,0,55,48.0,106,2310.0
832,0,55,50.0,106,2325.0
833,0,56,50.0,106,2325.0
834,0,56,50.0,106,2355.0
835,0,56,50.0,106,2370.0
836,0,56,50.0,106,2400.0
838,"127,5",0,2.0,113,30.0
839,"126,5",0,2.0,113,45.0
840,"127,5",0,4.0,113,60.0
841,"128,5",2,4.0,113,90.0
842,"126,5",2,4.0,113,105.0
843,"124,5",2,4.0,113,135.0
844,"124,5",2,4.0,113,150.0
845,"124,5",4,4.0,113,180.0
846,"126,5",6,7.0,113,240.0
847,"126,5",6,9.0,113,270.0
848,"128,5",6,9.0,113,270.0
849,"127,5",7,9.0,113,270.0
850,"128,5",7,11.0,113,285.0
851,"127,5",7,11.0,113,315.0
852,"126,5",7,11.0,113,345.0
853,"128,5",7,12.0,113,345.0
854,"128,5",9,12.0,113,375.0
855,"130,5",11,12.0,113,390.0
856,"129,5",11,12.0,113,405.0
857,"130,5",11,13.0,113,405.0
858,"128,5",11,13.0,113,435.0
859,"129,5",13,13.0,113,465.0
860,"128,5",13,13.0,113,480.0
861,"126,5",13,13.0,113,510.0
862,"127,5",13,15.0,113,525.0
863,"127,5",15,15.0,113,570.0
864,"129,5",15,16.0,113,570.0
865,"127,5",15,16.0,113,585.0
867,"126,5",15,16.0,113,615.0
868,"123,5",15,16.0,113,675.0
869,"121,5",15,16.0,113,705.0
870,"120,5",15,16.0,113,720.0
871,"119,5",15,16.0,113,750.0
872,"117,5",15,16.0,113,765.0
873,"116,5",15,16.0,113,780.0
874,"115,5",15,16.0,113,795.0
875,"115,5",15,18.0,113,825.0
876,"117,5",15,19.0,113,810.0
877,"118,5",15,21.0,113,825.0
878,"119,5",15,21.0,113,840.0
879,"118,5",15,23.0,113,855.0
880,"119,5",17,23.0,113,885.0
881,"121,5",19,25.0,113,915.0
882,"120,5",19,25.0,113,945.0
883,"121,5",19,25.0,113,945.0
884,"120,5",19,27.0,113,975.0
885,"121,5",19,28.0,113,975.0
886,"120,5",19,28.0,113,990.0
887,"120,5",19,30.0,113,1020.0
888,"120,5",19,30.0,113,1035.0
889,"120,5",19,30.0,113,1050.0
890,"118,5",19,30.0,113,1065.0
891,"122,5",22,32.0,113,1095.0
892,"121,5",22,32.0,113,1110.0
893,"120,5",22,32.0,113,1125.0
894,"119,5",22,32.0,113,1140.0
895,"118,5",22,32.0,113,1140.0
896,"120,5",24,32.0,113,1140.0
897,"120,5",24,32.0,113,1155.0
898,"122,5",24,34.0,113,1155.0
899,"124,5",24,36.0,113,1185.0
900,"126,5",24,36.0,113,1185.0
901,"128,5",25,38.0,113,1185.0
904,"128,5",25,41.0,113,1230.0
905,"129,5",27,41.0,113,1245.0
906,"128,5",27,41.0,113,1260.0
907,"132,5",29,44.0,113,1290.0
908,"131,5",29,44.0,113,1305.0
909,"129,5",29,44.0,113,1335.0
910,"130,5",31,44.0,113,1365.0
911,"129,5",31,44.0,113,1380.0
912,"128,5",31,44.0,113,1410.0
913,"126,5",31,44.0,113,1440.0
914,"125,5",31,44.0,113,1455.0
915,"124,5",31,44.0,113,1485.0
916,"125,5",31,46.0,113,1500.0
917,"123,5",31,46.0,113,1530.0
918,"122,5",31,46.0,113,1545.0
919,122,31,46.0,113,1560.0
920,"122,5",33,46.0,113,1590.0
921,"121,5",33,46.0,113,1605.0
922,"120,5",33,46.0,113,1620.0
923,121,33,46.0,113,1650.0
924,120,34,46.0,113,1650.0
925,121,34,48.0,113,1665.0
926,"118,5",34,48.0,113,1710.0
927,117,34,48.0,113,1740.0
928,118,36,48.0,113,1755.0
929,"118,5",36,50.0,113,1785.0
933,"115,5",36,50.0,113,1815.0
934,119,39,53.0,113,1860.0
935,"119,5",39,53.0,113,1875.0
936,120,41,53.0,113,1905.0
937,"119,5",41,53.0,113,1920.0
938,"118,5",41,53.0,113,1935.0
939,119,43,53.0,113,1965.0
940,"118,5",43,53.0,113,1980.0
941,"117,5",43,53.0,113,1995.0
942,116,43,53.0,113,2025.0
943,114,43,53.0,113,2055.0
944,"113,5",43,55.0,113,2100.0
945,113,43,55.0,113,2115.0
946,112,43,55.0,113,2130.0
947,"113,5",43,58.0,113,2175.0
948,"112,5",43,58.0,113,2190.0
949,111,43,58.0,113,2220.0
950,110,43,58.0,113,2235.0
951,"110,5",43,59.0,113,2250.0
952,"110,5",45,59.0,113,2280.0
953,110,45,59.0,113,2295.0
954,0,45,62.0,113,2310.0
955,0,47,62.0,113,2355.0
956,0,49,64.0,113,2385.0
958,"156,5",2,0.0,156,30.0
959,"155,5",4,0.0,156,60.0
960,"156,5",6,0.0,156,75.0
961,"154,5",6,0.0,156,105.0
962,"156,5",8,0.0,156,115.0
963,"155,5",8,0.0,156,120.0
964,"155,5",8,2.0,156,150.0
965,"156,5",11,2.0,156,180.0
966,"155,5",11,2.0,156,195.0
967,"156,5",13,4.0,156,240.0
968,"156,5",15,4.0,156,270.0
969,"159,5",15,5.0,156,270.0
970,"158,5",15,6.0,156,270.0
971,"157,5",15,6.0,156,285.0
972,"156,5",15,6.0,156,300.0
973,"155,5",15,6.0,156,315.0
974,"157,5",17,8.0,156,345.0
975,"156,5",17,8.0,156,360.0
976,"154,5",17,8.0,156,390.0
977,"153,5",17,8.0,156,405.0
978,"152,5",17,8.0,156,420.0
979,"153,5",20,8.0,156,450.0
980,"152,5",20,8.0,156,465.0
981,"152,5",22,8.0,156,495.0
982,"153,5",25,8.0,156,525.0
983,"155,5",26,8.0,156,525.0
984,"155,5",27,10.0,156,555.0
985,"156,5",27,10.0,156,560.0
986,"156,5",29,10.0,156,560.0
987,"156,5",29,12.0,156,590.0
989,"157,5",29,12.0,156,610.0
990,"155,5",30,12.0,156,615.0
991,"156,5",30,12.0,156,615.0
992,"158,5",32,12.0,156,645.0
993,"157,5",32,13.0,156,645.0
994,"154,5",32,13.0,156,690.0
995,"155,5",32,15.0,156,705.0
996,"155,5",34,15.0,156,735.0
997,"153,5",34,15.0,156,765.0
998,"155,5",34,15.0,156,765.0
999,"154,5",34,18.0,156,795.0
1000,"155,5",37,18.0,156,825.0
1001,"157,5",40,18.0,156,840.0
1002,"158,5",43,18.0,156,870.0
1003,"159,5",43,20.0,156,885.0
1004,"160,5",45,20.0,156,915.0
1005,"161,5",46,20.0,156,900.0
1006,"161,5",46,22.0,156,930.0
1007,"163,5",46,22.0,156,930.0
1008,"161,5",46,23.0,156,945.0
1009,"160,5",46,23.0,156,960.0
1010,"160,5",46,23.0,156,975.0
1011,"161,5",46,23.0,156,990.0
1012,"161,5",46,23.0,156,1005.0
1013,"160,5",46,23.0,156,1020.0
1014,"162,5",46,23.0,156,1020.0
1015,"161,5",46,23.0,156,1020.0
1016,"158,5",46,23.0,156,1035.0
1017,"160,5",48,25.0,156,1065.0
1018,"160,5",50,25.0,156,1095.0
1019,"162,5",53,27.0,156,1140.0
1020,"163,5",53,28.0,156,1155.0
1021,"160,5",53,28.0,156,1175.0
1022,"161,5",53,28.0,156,1195.0
1023,"161,5",55,28.0,156,1195.0
1025,"160,5",55,28.0,156,1215.0
1026,"159,5",57,28.0,156,1260.0
1027,"159,5",59,28.0,156,1290.0
1028,"158,5",59,28.0,156,1305.0
1029,"156,5",59,28.0,156,1335.0
1030,"155,5",59,28.0,156,1350.0
1031,"156,5",59,30.0,156,1365.0
1032,"158,5",59,31.0,156,1365.0
1033,"156,5",59,31.0,156,1380.0
1034,"157,5",59,34.0,156,1410.0
1035,"155,5",59,34.0,156,1440.0
1036,"157,5",59,34.0,156,1440.0
1037,"157,5",59,36.0,156,1440.0
1038,"156,5",59,36.0,156,1455.0
1039,"158,5",59,38.0,156,1485.0
1040,"157,5",59,38.0,156,1500.0
1041,"157,5",61,38.0,156,1500.0
1042,"157,5",61,40.0,156,1530.0
1043,"157,5",63,40.0,156,1560.0
1044,"156,5",63,40.0,156,1575.0
1045,"155,5",63,40.0,156,1590.0
1046,"156,5",63,42.0,156,1605.0
1047,"155,5",63,42.0,156,1620.0
1048,"156,5",63,42.0,156,1620.0
1049,"156,5",63,44.0,156,1650.0
1050,"156,5",63,46.0,156,1680.0
1051,"157,5",63,46.0,156,1695.0
1052,"156,5",64,46.0,156,1695.0
1053,"156,5",66,46.0,156,1725.0
1054,158,66,46.0,156,1730.0
1055,"158,5",66,47.0,156,1730.0
1056,"156,5",66,47.0,156,1740.0
1057,"155,5",66,47.0,156,1755.0
1058,155,66,47.0,156,1765.0
1059,"155,5",66,47.0,156,1775.0
1060,155,67,47.0,156,1775.0
1061,"155,5",69,47.0,156,1800.0
1062,"156,5",71,47.0,156,1815.0
1063,"155,5",71,47.0,156,1830.0
1064,"154,5",71,47.0,156,1845.0
1065,"153,5",71,47.0,156,1860.0
1066,"153,5",73,47.0,156,1890.0
1067,"154,5",73,49.0,156,1905.0
1068,"154,5",75,49.0,156,1935.0
1069,"153,5",75,49.0,156,1950.0
1070,"154,5",75,52.0,156,1980.0
1071,"153,5",75,52.0,156,1995.0
1072,"155,5",78,55.0,156,2055.0
1073,"154,5",78,55.0,156,2070.0
1074,"152,5",78,55.0,156,2100.0
1075,"152,5",80,55.0,156,2130.0
1076,"153,5",80,58.0,156,2160.0
1077,"155,5",82,60.0,156,2190.0
1078,"155,5",84,60.0,156,2220.0
1079,"154,5",84,60.0,156,2250.0
1080,155,84,63.0,156,2280.0
1081,156,84,63.0,156,2295.0
1082,156,86,63.0,156,2295.0
1083,0,88,65.0,156,2340.0
1084,0,90,65.0,156,2325.0
1085,0,91,65.0,156,2330.0
1086,0,91,65.0,156,2335.0
1087,0,91,65.0,156,2370.0
1088,0,91,65.0,156,2395.0
1089,0,91,65.0,156,2400.0
1091,"146,5",0,6.0,162,120.0
1092,"145,5",0,6.0,162,135.0
1093,"143,5",0,6.0,162,165.0
1094,"142,5",0,6.0,162,195.0
1095,"142,5",0,8.0,162,225.0
1096,"140,5",0,8.0,162,240.0
1097,"139,5",0,8.0,162,270.0
1098,"140,5",0,10.0,162,285.0
1099,"139,5",0,10.0,162,300.0
1100,"140,5",3,10.0,162,330.0
1101,"141,5",3,12.0,162,345.0
1102,"139,5",3,12.0,162,375.0
1103,"140,5",3,14.0,162,405.0
1104,"138,5",3,14.0,162,435.0
1105,"135,5",3,14.0,162,450.0
1106,"138,5",3,17.0,162,465.0
1107,"141,5",5,20.0,162,495.0
1108,"142,5",6,22.0,162,525.0
1109,"141,5",6,22.0,162,540.0
1110,"140,5",6,22.0,162,570.0
1111,"139,5",6,22.0,162,585.0
1112,"141,5",6,24.0,162,585.0
1114,"139,5",6,24.0,162,615.0
1115,"138,5",6,24.0,162,630.0
1116,"138,5",6,26.0,162,660.0
1117,"139,5",8,26.0,162,675.0
1118,"138,5",8,26.0,162,705.0
1119,"137,5",8,26.0,162,720.0
1120,"137,5",10,26.0,162,750.0
1121,"140,5",13,26.0,162,765.0
1122,"139,5",13,26.0,162,780.0
1123,"138,5",13,26.0,162,795.0
1124,"137,5",13,26.0,162,810.0
1125,"135,5",13,26.0,162,840.0
1126,"137,5",13,29.0,162,855.0
1127,"136,5",13,29.0,162,870.0
1128,"136,5",15,29.0,162,915.0
1129,"137,5",15,29.0,162,915.0
1130,"137,5",15,30.0,162,930.0
1131,"137,5",15,32.0,162,960.0
1132,"139,5",17,32.0,162,960.0
1133,"141,5",17,36.0,162,1005.0
1134,"141,5",17,38.0,162,1035.0
1135,"141,5",17,38.0,162,1050.0
1136,"139,5",17,38.0,162,1080.0
1137,"140,5",17,40.0,162,1095.0
1138,"141,5",17,41.0,162,1095.0
1139,"142,5",19,43.0,162,1140.0
1142,"145,5",33,58.0,162,1560.0
1143,"147,5",33,60.0,162,1575.0
1144,"149,5",35,62.0,162,1605.0
1145,"150,5",37,62.0,162,1620.0
1146,"151,5",37,64.0,162,1635.0
1147,"150,5",37,64.0,162,1650.0
1148,"152,5",37,66.0,162,1665.0
1149,"151,5",37,66.0,162,1680.0
1150,"152,5",37,67.0,162,1680.0
1151,"150,5",37,67.0,162,1710.0
1152,"149,5",37,67.0,162,1725.0
1153,"150,5",39,67.0,162,1740.0
1154,"151,5",39,68.0,162,1740.0
1155,"149,5",39,68.0,162,1770.0
1156,"150,5",39,70.0,162,1785.0
1159,151,44,70.0,162,1845.0
1160,150,44,70.0,162,1860.0
1161,"150,5",44,70.0,162,1875.0
1162,"150,5",45,70.0,162,1875.0
1163,"151,5",45,72.0,162,1920.0
1164,"153,5",48,72.0,162,1935.0
1165,"150,5",48,72.0,162,1950.0
1166,153,49,72.0,162,1950.0
1167,"153,5",52,72.0,162,1965.0
1168,"152,5",52,72.0,162,1980.0
1169,"153,5",52,74.0,162,1995.0
1170,"155,5",52,75.0,162,1995.0
1171,"154,5",52,75.0,162,1995.0
1172,"154,5",52,77.0,162,2025.0
1173,"155,5",53,77.0,162,2025.0
1174,"155,5",54,77.0,162,2040.0
1175,"154,5",54,77.0,162,2055.0
1176,"154,5",54,78.0,162,2070.0
1177,"153,5",54,78.0,162,2085.0
1178,151,54,78.0,162,2115.0
1179,"151,5",54,78.0,162,2130.0
1180,"150,5",56,78.0,162,2160.0
1181,"150,5",56,80.0,162,2190.0
1182,"153,5",58,83.0,162,2220.0
1183,152,58,83.0,162,2235.0
1184,"154,5",59,83.0,162,2235.0
1185,"155,5",60,83.0,162,2235.0
1186,"153,5",60,83.0,162,2250.0
1187,156,60,85.0,162,2265.0
1188,157,62,85.0,162,2265.0
1189,"157,5",62,85.0,162,2280.0
1190,"159,5",64,85.0,162,2280.0
1191,0,64,89.0,162,2310.0
1192,0,65,89.0,162,2310.0
1193,0,65,91.0,162,2310.0
1194,0,65,91.0,162,2340.0
1195,0,69,93.0,162,2400.0
1197,"143,5",2,3.0,128,75.0
1198,"145,5",2,3.0,128,90.0
1199,"143,5",2,3.0,128,90.0
1200,"142,5",2,3.0,128,105.0
1201,"143,5",2,5.0,128,120.0
1202,"141,5",2,5.0,128,165.0
1203,"141,5",2,7.0,128,195.0
1204,"140,5",2,7.0,128,210.0
1205,"139,5",2,9.0,128,255.0
1206,"140,5",4,9.0,128,270.0
1207,"142,5",4,11.0,128,285.0
1208,"144,5",6,11.0,128,300.0
1209,"144,5",7,11.0,128,300.0
1210,"143,5",7,11.0,128,315.0
1211,"142,5",7,11.0,128,330.0
1212,"140,5",7,11.0,128,360.0
1213,"141,5",7,13.0,128,375.0
1214,"142,5",7,13.0,128,390.0
1215,"141,5",7,13.0,128,390.0
1216,"141,5",7,14.0,128,390.0
1217,"141,5",7,16.0,128,420.0
1218,"142,5",9,16.0,128,450.0
1219,"144,5",9,19.0,128,465.0
1220,"145,5",11,19.0,128,480.0
1221,"145,5",13,19.0,128,510.0
1222,"143,5",13,19.0,128,540.0
1223,"142,5",13,19.0,128,555.0
1224,"141,5",13,19.0,128,585.0
1225,"143,5",14,19.0,128,585.0
1226,"143,5",15,19.0,128,585.0
1228,"141,5",15,19.0,128,615.0
1229,"140,5",15,19.0,128,630.0
1230,"139,5",15,19.0,128,645.0
1231,"139,5",15,19.0,128,660.0
1232,"141,5",17,21.0,128,690.0
1233,"140,5",17,21.0,128,705.0
1234,"141,5",20,21.0,128,750.0
1235,"142,5",20,23.0,128,765.0
1236,"142,5",20,26.0,128,810.0
1237,"141,5",20,26.0,128,825.0
1238,"139,5",20,26.0,128,855.0
1239,"143,5",20,26.0,128,855.0
1240,"140,5",20,28.0,128,900.0
1241,"142,5",23,28.0,128,915.0
1242,"141,5",23,30.0,128,960.0
1243,"142,5",23,30.0,128,975.0
1244,"141,5",23,31.0,128,975.0
1245,"142,5",25,31.0,128,990.0
1246,"141,5",25,31.0,128,1020.0
1247,"139,5",25,31.0,128,1050.0
1248,"140,5",25,31.0,128,1065.0
1249,"140,5",25,32.0,128,1080.0
1250,"139,5",26,32.0,128,1080.0
1251,"137,5",26,32.0,128,1110.0
1252,"137,5",26,32.0,128,1140.0
1253,"136,5",26,33.0,128,1140.0
1254,"136,5",26,33.0,128,1155.0
1255,"135,5",26,33.0,128,1155.0
1256,"138,5",31,33.0,128,1185.0
1258,"136,5",31,33.0,128,1230.0
1259,"135,5",31,33.0,128,1245.0
1260,"132,5",31,33.0,128,1305.0
1261,"132,5",31,35.0,128,1335.0
1262,"130,5",31,35.0,128,1350.0
1263,"130,5",33,35.0,128,1380.0
1264,"131,5",33,35.0,128,1380.0
1265,"130,5",33,35.0,128,1395.0
1266,"131,5",33,37.0,128,1410.0
1267,"133,5",35,39.0,128,1440.0
1268,"135,5",35,39.0,128,1455.0
1269,"135,5",36,39.0,128,1455.0
1270,"134,5",37,39.0,128,1455.0
1271,"135,5",37,41.0,128,1470.0
1272,"136,5",39,41.0,128,1500.0
1273,"132,5",39,41.0,128,1560.0
1274,"134,5",39,44.0,128,1575.0
1275,"133,5",39,44.0,128,1590.0
1276,"135,5",42,44.0,128,1605.0
1277,"135,5",44,44.0,128,1635.0
1278,"136,5",46,44.0,128,1680.0
1279,"137,5",46,44.0,128,1665.0
1280,"137,5",47,44.0,128,1665.0
1281,139,47,45.0,128,1680.0
1282,"137,5",47,46.0,128,1695.0
1283,"137,5",47,46.0,128,1710.0
1284,"135,5",47,46.0,128,1740.0
1285,137,47,46.0,128,1740.0
1286,"133,5",47,46.0,128,1770.0
1287,"134,5",49,46.0,128,1785.0
1289,"132,5",49,46.0,128,1815.0
1290,"130,5",49,46.0,128,1845.0
1291,131,49,46.0,128,1875.0
1292,"131,5",49,47.0,128,1875.0
1293,"131,5",49,48.0,128,1875.0
1294,"129,5",49,48.0,128,1920.0
1295,"130,5",49,53.0,128,1965.0
1296,"129,5",49,53.0,128,1980.0
1297,"129,5",49,56.0,128,2025.0
1298,132,51,56.0,128,2040.0
1299,"132,5",52,56.0,128,2040.0
1300,"130,5",52,56.0,128,2055.0
1301,"129,5",52,56.0,128,2070.0
1302,"130,5",52,58.0,128,2085.0
1303,"129,5",52,58.0,128,2115.0
1304,"128,5",52,58.0,128,2130.0
1305,"126,5",52,58.0,128,2160.0
1306,"127,5",52,58.0,128,2175.0
1307,"126,5",52,59.0,128,2175.0
1308,"125,5",52,59.0,128,2190.0
1309,126,52,60.0,128,2220.0
1310,"126,5",52,61.0,128,2220.0
1311,"125,5",52,61.0,128,2220.0
1312,"124,5",52,61.0,128,2235.0
1313,"122,5",52,61.0,128,2280.0
1314,0,52,61.0,128,2310.0
1315,0,52,63.0,128,2325.0
1316,0,52,63.0,128,2340.0
1317,0,52,65.0,128,2370.0
1318,0,52,65.0,128,2355.0
1319,0,54,66.0,128,2370.0
1320,0,55,66.0,128,2370.0
1321,0,55,68.0,128,2370.0
1322,0,58,68.0,128,2380.0
1323,0,58,70.0,128,2380.0
1325,"154,5",0,0.0,153,30.0
1326,"154,5",2,0.0,153,60.0
1327,"153,5",2,0.0,153,75.0
1328,"152,5",2,0.0,153,90.0
1329,"150,5",2,0.0,153,120.0
1330,"151,5",2,2.0,153,135.0
1331,"151,5",4,2.0,153,165.0
1332,"150,5",4,2.0,153,180.0
1333,"151,5",4,2.0,153,195.0
1334,"151,5",6,2.0,153,195.0
1335,"153,5",6,4.0,153,210.0
1336,"153,5",8,4.0,153,225.0
1337,"152,5",8,4.0,153,240.0
1338,"151,5",8,4.0,153,255.0
1339,"150,5",8,4.0,153,270.0
1340,"150,5",8,4.0,153,300.0
1341,"149,5",9,4.0,153,300.0
1342,"148,5",11,4.0,153,330.0
1343,"149,5",11,4.0,153,345.0
1344,"148,5",12,4.0,153,345.0
1345,"148,5",12,6.0,153,375.0
1346,"150,5",15,6.0,153,390.0
1347,"149,5",15,6.0,153,405.0
1348,"151,5",15,8.0,153,420.0
1349,"150,5",15,8.0,153,420.0
1350,"150,5",17,8.0,153,450.0
1351,"150,5",19,8.0,153,480.0
1352,"150,5",19,10.0,153,510.0
1353,"152,5",21,10.0,153,525.0
1354,"153,5",21,10.0,153,525.0
1355,"152,5",21,11.0,153,525.0
1356,"150,5",21,13.0,153,585.0
1358,"149,5",21,15.0,153,630.0
1359,"148,5",21,15.0,153,645.0
1360,"147,5",21,15.0,153,660.0
1361,"146,5",21,15.0,153,675.0
1362,"144,5",21,15.0,153,705.0
1363,"146,5",21,18.0,153,720.0
1364,"147,5",21,20.0,153,750.0
1365,"148,5",23,20.0,153,765.0
1366,"145,5",23,20.0,153,810.0
1367,"146,5",26,20.0,153,840.0
1368,"148,5",26,21.0,153,840.0
1369,"147,5",26,21.0,153,840.0
1370,"148,5",26,23.0,153,855.0
1371,"147,5",26,23.0,153,870.0
1372,"146,5",26,23.0,153,885.0
1373,"147,5",26,24.0,153,900.0
1374,"148,5",26,24.0,153,900.0
1375,"148,5",28,25.0,153,915.0
1376,"148,5",28,25.0,153,945.0
1377,"147,5",29,25.0,153,945.0
1378,"149,5",29,25.0,153,945.0
1379,"148,5",29,26.0,153,945.0
1380,"149,5",29,26.0,153,960.0
1381,"148,5",30,26.0,153,960.0
1382,"148,5",32,26.0,153,990.0
1383,"145,5",32,26.0,153,1035.0
1384,"147,5",32,27.0,153,1035.0
1385,"149,5",35,28.0,153,1050.0
1386,"150,5",35,30.0,153,1080.0
1387,"151,5",35,33.0,153,1110.0
1388,"152,5",35,36.0,153,1140.0
1389,"154,5",38,36.0,153,1155.0
1390,"153,5",38,36.0,153,1170.0
1391,"152,5",38,36.0,153,1185.0
1392,"154,5",38,38.0,153,1185.0
1394,"152,5",38,38.0,153,1215.0
1395,"155,5",40,40.0,153,1245.0
1396,"157,5",42,42.0,153,1275.0
1397,"157,5",44,42.0,153,1305.0
1398,"157,5",46,42.0,153,1335.0
1399,"157,5",46,44.0,153,1365.0
1400,"156,5",48,44.0,153,1410.0
1401,"155,5",48,44.0,153,1425.0
1402,"154,5",48,44.0,153,1440.0
1403,"152,5",48,44.0,153,1470.0
1404,"151,5",50,44.0,153,1515.0
1405,"153,5",52,44.0,153,1530.0
1406,"155,5",55,44.0,153,1545.0
1407,"156,5",57,46.0,153,1590.0
1408,"155,5",57,46.0,153,1605.0
1409,"153,5",57,46.0,153,1635.0
1410,"152,5",57,46.0,153,1650.0
1411,"151,5",57,46.0,153,1665.0
1412,151,59,46.0,153,1695.0
1413,"152,5",59,48.0,153,1725.0
1414,"152,5",59,49.0,153,1725.0
1415,154,62,49.0,153,1740.0
1416,154,62,51.0,153,1770.0
1417,155,64,51.0,153,1785.0
1420,155,64,53.0,153,1815.0
1421,154,64,53.0,153,1830.0
1422,"153,5",64,53.0,153,1860.0
1423,"153,5",64,54.0,153,1860.0
1424,"152,5",64,54.0,153,1875.0
1425,"152,5",64,54.0,153,1890.0
1426,"154,5",66,56.0,153,1905.0
1427,"153,5",66,56.0,153,1920.0
1428,"152,5",66,56.0,153,1935.0
1429,"150,5",66,56.0,153,1965.0
1430,"150,5",66,58.0,153,1995.0
1431,"151,5",69,58.0,153,2025.0
1432,"150,5",69,58.0,153,2040.0
1433,"149,5",69,58.0,153,2055.0
1434,149,69,58.0,153,2070.0
1435,150,71,58.0,153,2100.0
1436,152,73,60.0,153,2130.0
1437,"152,5",73,60.0,153,2130.0
1438,152,73,60.0,153,2145.0
1439,"151,5",73,60.0,153,2160.0
1440,"151,5",73,60.0,153,2175.0
1441,151,73,62.0,153,2190.0
1442,"151,5",76,62.0,153,2220.0
1443,"153,5",76,62.0,153,2235.0
1444,"153,5",76,64.0,153,2235.0
1445,154,76,64.0,153,2235.0
1446,154,78,64.0,153,2250.0
1447,"152,5",78,64.0,153,2280.0
1448,0,80,64.0,153,2310.0
1449,0,81,64.0,153,2310.0
1450,0,82,64.0,153,2325.0
1451,0,84,64.0,153,2340.0
1452,0,86,64.0,153,2355.0
1453,0,86,64.0,153,2370.0
1454,0,89,64.0,153,2400.0
1456,"162,5",12,16.0,171,375.0
1457,"163,5",14,17.0,171,390.0
1458,"169,5",20,19.0,171,435.0
1459,"167,5",20,19.0,171,465.0
1460,"166,5",20,19.0,171,480.0
1461,"169,5",24,21.0,171,525.0
1462,"172,5",26,23.0,171,555.0
1463,"172,5",28,23.0,171,585.0
1464,"171,5",28,23.0,171,585.0
1467,"170,5",28,23.0,171,615.0
1468,"168,5",28,23.0,171,645.0
1469,"167,5",28,23.0,171,660.0
1470,"168,5",28,26.0,171,690.0
1471,"169,5",30,26.0,171,705.0
1472,"168,5",30,26.0,171,720.0
1473,"170,5",32,26.0,171,750.0
1474,"169,5",33,26.0,171,765.0
1475,"169,5",33,26.0,171,780.0
1476,"170,5",33,27.0,171,780.0
1477,"169,5",33,28.0,171,780.0
1478,"168,5",33,28.0,171,795.0
1479,"167,5",33,28.0,171,810.0
1480,"169,5",35,28.0,171,840.0
1481,"170,5",35,28.0,171,840.0
1482,"168,5",35,28.0,171,855.0
1483,"167,5",35,28.0,171,870.0
1484,"168,5",35,30.0,171,885.0
1485,"167,5",35,30.0,171,900.0
1486,"169,5",35,33.0,171,915.0
1487,"170,5",37,33.0,171,930.0
1488,"170,5",37,33.0,171,945.0
1489,"172,5",37,35.0,171,945.0
1490,"171,5",37,37.0,171,975.0
1491,"172,5",37,39.0,171,1005.0
1492,"173,5",40,39.0,171,1035.0
1493,"172,5",40,39.0,171,1050.0
1494,"174,5",42,39.0,171,1065.0
1495,"176,5",42,39.0,171,1065.0
1496,"176,5",42,41.0,171,1065.0
1497,"174,5",42,41.0,171,1065.0
1498,"177,5",44,44.0,171,1095.0
1499,"176,5",44,44.0,171,1110.0
1500,"174,5",44,44.0,171,1140.0
1503,"175,5",44,49.0,171,1215.0
1504,"172,5",44,49.0,171,1245.0
1505,"170,5",44,49.0,171,1275.0
1506,"169,5",44,49.0,171,1320.0
1507,"169,5",44,50.0,171,1320.0
1508,"170,5",44,51.0,171,1320.0
1509,"170,5",44,53.0,171,1350.0
1510,"171,5",44,53.0,171,1350.0
1511,"172,5",44,55.0,171,1365.0
1512,"174,5",46,53.0,171,1365.0
